location,is_city,zip,County,STATE,City
broward_FL,0,33025,broward,FL,mirmar
sunrise_FL,1,33351,NA,FL,sunrise
coral springs_FL,1,33065,NA,FL,coral springs
green cove springs_FL,1,32043,NA,FL,green cove springs
doral_FL,1,33172,NA,FL,doral
coral gables_FL,1,33134,NA,FL,coral gables
florida_FL,1,33034,NA,FL,florida
hialeah_FL,1,33013,NA,FL,hialeah
homestead_FL,1,33030,NA,FL,homestead
miami_FL,1,33128,NA,FL,miami
miami beach_FL,1,33139,NA,FL,miami beach
north miami beach_FL,1,33162,NA,FL,north miami beach
doral_FL,1,33178,NA,FL,doral
north miami_FL,1,33161,NA,FL,north miami
surfside_FL,1,33154,NA,FL,surfside
sweetwater_FL,1,33174,NA,FL,sweetwater
miami gardens_FL,1,33056,NA,FL,miami gardens
jacksonville_FL,1,32202,NA,FL,jacksonville
neptune beach_FL,1,32266,NA,FL,neptune beach
pensacola_FL,1,32501,NA,FL,pensacola
apalachicola_FL,1,32320,NA,FL,apalachicola
quincy_FL,1,32351,NA,FL,quincy
port st. joe_FL,1,32457,NA,FL,port st. joe
jasper_FL,1,32052,NA,FL,jasper
tampa_FL,1,33602,NA,FL,tampa
sneads_FL,1,32460,NA,FL,sneads
eustis_FL,1,32727,NA,FL,eustis
leesburg_FL,1,34748,NA,FL,leesburg
fort myers_FL,1,33901,NA,FL,fort myers
cape coral_FL,1,33990,NA,FL,cape coral
tallahassee_FL,1,32303,NA,FL,tallahassee
bradenton_FL,1,34205,NA,FL,bradenton
ocala_FL,1,34471,NA,FL,ocala
dunnellon_FL,1,34432,NA,FL,dunnellon
apopka_FL,1,32703,NA,FL,apopka
ocoee_FL,1,34761,NA,FL,ocoee
orlando_FL,1,32805,NA,FL,orlando
kissimmee_FL,1,34741,NA,FL,kissimmee
boca raton_FL,1,33432,NA,FL,boca raton
boynton beach_FL,1,33425,NA,FL,boynton beach
delray beach_FL,1,33444,NA,FL,delray beach
riviera beach_FL,1,33404,NA,FL,riviera beach
west palm beach_FL,1,33401,NA,FL,west palm beach
jupiter_FL,1,33458,NA,FL,jupiter
lantana_FL,1,33462,NA,FL,lantana
north palm beach_FL,1,33408,NA,FL,north palm beach
palm beach gardens_FL,1,33410,NA,FL,palm beach gardens
south palm beach_FL,1,33480,NA,FL,south palm beach
zephyrhills_FL,1,33542,NA,FL,zephyrhills
clearwater_FL,1,33756,NA,FL,clearwater
largo_FL,1,33770,NA,FL,largo
pinellas park_FL,1,33781,NA,FL,pinellas park
st. petersburg_FL,1,33705,NA,FL,st. petersburg
lakeland_FL,1,33801,NA,FL,lakeland
fort pierce_FL,1,34950,NA,FL,fort pierce
port st. lucie_FL,1,34984,NA,FL,port st. lucie
sarasota_FL,1,34237,NA,FL,sarasota
north port_FL,1,34286,NA,FL,north port
sanford_FL,1,32771,NA,FL,sanford
lake mary_FL,1,32746,NA,FL,lake mary
daytona beach_FL,1,32114,NA,FL,daytona beach
ormond beach_FL,1,32174,NA,FL,ormond beach
lake helen_FL,1,32744,NA,FL,lake helen
willacoochee_GA,1,31650,NA,GA,willacoochee
alma_GA,1,31510,NA,GA,alma
cartersville_GA,1,30120,NA,GA,cartersville
kingston_GA,1,30145,NA,GA,kingston
euharlee_GA,1,30145,NA,GA,euharlee
enigma_GA,1,31749,NA,GA,enigma
richmond hill_GA,1,31324,NA,GA,richmond hill
waynesboro_GA,1,30830,NA,GA,waynesboro
sardis_GA,1,30456,NA,GA,sardis
carrollton_GA,1,30112,NA,GA,carrollton
homeland_GA,1,31537,NA,GA,homeland
winterville_GA,1,30683,NA,GA,winterville
forest park_GA,1,30297,NA,GA,forest park
marietta_GA,1,30060,NA,GA,marietta
douglas_GA,1,31533,NA,GA,douglas
pine lake_GA,1,30072,NA,GA,pine lake
albany_GA,1,31701,NA,GA,albany
elberton_GA,1,30635,NA,GA,elberton
cave spring_GA,1,30124,NA,GA,cave spring
east point_GA,1,30344,NA,GA,east point
alpharetta_GA,1,30009,NA,GA,alpharetta
roswell_GA,1,30075,NA,GA,roswell
sandy springs_GA,1,30350,NA,GA,sandy springs
east ellijay_GA,1,30539,NA,GA,east ellijay
fairmount_GA,1,30139,NA,GA,fairmount
whigham_GA,1,39897,NA,GA,whigham
greensboro_GA,1,30642,NA,GA,greensboro
union point_GA,1,30669,NA,GA,union point
baldwin_GA,1,30511,NA,GA,baldwin
gainesville_GA,1,30503,NA,GA,gainesville
hartwell_GA,1,30643,NA,GA,hartwell
warner robins_GA,1,31093,NA,GA,warner robins
commerce_GA,1,30529,NA,GA,commerce
maysville_GA,1,30558,NA,GA,maysville
wadley_GA,1,30477,NA,GA,wadley
valdosta_GA,1,31601,NA,GA,valdosta
hahira_GA,1,31632,NA,GA,hahira
ideal_GA,1,31041,NA,GA,ideal
danielsville_GA,1,30633,NA,GA,danielsville
buena vista_GA,1,31803,NA,GA,buena vista
greenville_GA,1,30222,NA,GA,greenville
chatsworth_GA,1,30705,NA,GA,chatsworth
columbus_GA,1,31902,NA,GA,columbus
fort valley_GA,1,31030,NA,GA,fort valley
cedartown_GA,1,30125,NA,GA,cedartown
mountain_GA,1,37683,NA,GA,mountain
griffin_GA,1,30224,NA,GA,griffin
lumpkin_GA,1,31815,NA,GA,lumpkin
plains_GA,1,31780,NA,GA,plains
glennville_GA,1,30427,NA,GA,glennville
reynolds_GA,1,31076,NA,GA,reynolds
meigs_GA,1,31765,NA,GA,meigs
ashburn_GA,1,31714,NA,GA,ashburn
sycamore_GA,1,31790,NA,GA,sycamore
lookout mountain_GA,1,30750,NA,GA,lookout mountain
tennille_GA,1,31089,NA,GA,tennille
tunnel hill_GA,1,30755,NA,GA,tunnel hill
atlanta_GA,1,30303,NA,GA,atlanta
hilo_HI,1,96720,NA,HI,hilo
honolulu_HI,0,96813,honolulu,HI,honolulu
lihue_HI,1,96766,NA,HI,lihue
wailuku_HI,1,96793,NA,HI,wailuku
evansdale_IA,1,50707,NA,IA,evansdale
waterloo_IA,1,50703,NA,IA,waterloo
boone_IA,1,50036,NA,IA,boone
independence_IA,1,50644,NA,IA,independence
tipton_IA,1,52772,NA,IA,tipton
cherokee_IA,1,51012,NA,IA,cherokee
guttenberg_IA,1,52052,NA,IA,guttenberg
west burlington_IA,1,52655,NA,IA,west burlington
spirit lake_IA,1,51360,NA,IA,spirit lake
dubuque_IA,1,52001,NA,IA,dubuque
fayette_IA,1,52142,NA,IA,fayette
hampton_IA,1,50441,NA,IA,hampton
iowa falls_IA,1,50126,NA,IA,iowa falls
missouri valley_IA,1,51555,NA,IA,missouri valley
newton_IA,1,50208,NA,IA,newton
cedar rapids_IA,1,52404,NA,IA,cedar rapids
robins_IA,1,52328,NA,IA,robins
chariton_IA,1,50049,NA,IA,chariton
st. ansgar_IA,1,50472,NA,IA,st. ansgar
onawa_IA,1,51040,NA,IA,onawa
emmetsburg_IA,1,50536,NA,IA,emmetsburg
le mars_IA,1,51031,NA,IA,le mars
ankeny_IA,1,50023,NA,IA,ankeny
clive_IA,1,50325,NA,IA,clive
des moines_IA,1,50309,NA,IA,des moines
council bluffs_IA,1,51501,NA,IA,council bluffs
davenport_IA,1,52801,NA,IA,davenport
blue grass_IA,1,52726,NA,IA,blue grass
eldridge_IA,1,52748,NA,IA,eldridge
walcott_IA,1,52773,NA,IA,walcott
sioux center_IA,1,51250,NA,IA,sioux center
nevada_IA,1,50201,NA,IA,nevada
toledo_IA,1,52342,NA,IA,toledo
ottumwa_IA,1,52501,NA,IA,ottumwa
carlisle_IA,1,50047,NA,IA,carlisle
washington_IA,1,52353,NA,IA,washington
fort dodge_IA,1,50501,NA,IA,fort dodge
sioux_IA,1,51101,NA,IA,sioux
clarion_IA,1,50525,NA,IA,clarion
boise_ID,1,83704,NA,ID,boise
meridian_ID,1,83642,NA,ID,meridian
ketchum_ID,1,83340,NA,ID,ketchum
hailey_ID,1,83333,NA,ID,hailey
nampa_ID,1,83651,NA,ID,nampa
preston_ID,1,83263,NA,ID,preston
rathdrum_ID,1,83858,NA,ID,rathdrum
homedale_ID,1,83628,NA,ID,homedale
twin falls_ID,1,83303,NA,ID,twin falls
mount sterling_IL,1,62353,NA,IL,mount sterling
princeton_IL,1,61356,NA,IL,princeton
chadwick_IL,1,61014,NA,IL,chadwick
milledgeville_IL,1,61051,NA,IL,milledgeville
mount carroll_IL,1,61053,NA,IL,mount carroll
ashland_IL,1,62612,NA,IL,ashland
beardstown_IL,1,62618,NA,IL,beardstown
champaign_IL,1,61820,NA,IL,champaign
ludlow_IL,1,60949,NA,IL,ludlow
martinsville_IL,1,62442,NA,IL,martinsville
arlington heights_IL,1,60005,NA,IL,arlington heights
bartlett_IL,1,60103,NA,IL,bartlett
berwyn_IL,1,60402,NA,IL,berwyn
bridgeview_IL,1,60455,NA,IL,bridgeview
broadview_IL,1,60155,NA,IL,broadview
sauk village_IL,1,60411,NA,IL,sauk village
cicero_IL,1,60804,NA,IL,cicero
crestwood_IL,1,60445,NA,IL,crestwood
schaumburg_IL,1,60194,NA,IL,schaumburg
evanston_IL,1,60201,NA,IL,evanston
forest park_IL,1,60130,NA,IL,forest park
summit_IL,1,60501,NA,IL,summit
harvey_IL,1,60426,NA,IL,harvey
skokie_IL,1,60077,NA,IL,skokie
thornton_IL,1,60476,NA,IL,thornton
indian head park_IL,1,60525,NA,IL,indian head park
lansing_IL,1,60438,NA,IL,lansing
northfield_IL,1,60093,NA,IL,northfield
north riverside_IL,1,60546,NA,IL,north riverside
oak forest_IL,1,60452,NA,IL,oak forest
south holland_IL,1,60473,NA,IL,south holland
oak lawn_IL,1,60453,NA,IL,oak lawn
oak park_IL,1,60302,NA,IL,oak park
orland park_IL,1,60462,NA,IL,orland park
palatine_IL,1,60067,NA,IL,palatine
palos hills_IL,1,60465,NA,IL,palos hills
park forest_IL,1,60466,NA,IL,park forest
river grove_IL,1,60171,NA,IL,river grove
robbins_IL,1,60472,NA,IL,robbins
wheeling_IL,1,60090,NA,IL,wheeling
palestine_IL,1,62451,NA,IL,palestine
robinson_IL,1,62454,NA,IL,robinson
malta_IL,1,60150,NA,IL,malta
kingston_IL,1,60145,NA,IL,kingston
clinton_IL,1,61727,NA,IL,clinton
bloomingdale_IL,1,60108,NA,IL,bloomingdale
downers grove_IL,1,60515,NA,IL,downers grove
glendale heights_IL,1,60139,NA,IL,glendale heights
hinsdale_IL,1,60521,NA,IL,hinsdale
lombard_IL,1,60148,NA,IL,lombard
naperville_IL,1,60540,NA,IL,naperville
roselle_IL,1,60172,NA,IL,roselle
effingham_IL,1,62401,NA,IL,effingham
vandalia_IL,1,62471,NA,IL,vandalia
royalton_IL,1,62983,NA,IL,royalton
shawneetown_IL,1,62984,NA,IL,shawneetown
hamilton_IL,0,62859,hamilton,IL,mc leansboro
woodhull_IL,1,61490,NA,IL,woodhull
mount vernon_IL,1,62864,NA,IL,mount vernon
elizabeth_IL,1,61028,NA,IL,elizabeth
goreville_IL,1,62939,NA,IL,goreville
aurora_IL,1,60505,NA,IL,aurora
east dundee_IL,1,60118,NA,IL,east dundee
elgin_IL,1,60120,NA,IL,elgin
hampshire_IL,1,60140,NA,IL,hampshire
gilberts_IL,1,60136,NA,IL,gilberts
bourbonnais_IL,1,60914,NA,IL,bourbonnais
herscher_IL,1,60941,NA,IL,herscher
east galesburg_IL,1,61430,NA,IL,east galesburg
gurnee_IL,1,60031,NA,IL,gurnee
highland park_IL,1,60035,NA,IL,highland park
lake forest_IL,1,60045,NA,IL,lake forest
libertyville_IL,1,60048,NA,IL,libertyville
north chicago_IL,1,60064,NA,IL,north chicago
lake_IL,0,60073,lake,IL,round lake pk
waukegan_IL,1,60085,NA,IL,waukegan
lincolnshire_IL,1,60069,NA,IL,lincolnshire
kildeer_IL,1,60047,NA,IL,kildeer
cook_IL,0,61301,cook,IL,la salle
marseilles_IL,1,61341,NA,IL,marseilles
mendota_IL,1,61342,NA,IL,mendota
tonica_IL,1,61370,NA,IL,tonica
lawrenceville_IL,1,62439,NA,IL,lawrenceville
amboy_IL,1,61310,NA,IL,amboy
pontiac_IL,1,61764,NA,IL,pontiac
logan_IL,0,62548,logan,IL,mt pulaski
macomb_IL,1,61455,NA,IL,macomb
algonquin_IL,1,60102,NA,IL,algonquin
fox river grove_IL,1,60021,NA,IL,fox river grove
lake in the hills_IL,1,60156,NA,IL,lake in the hills
mchenry_IL,1,60050,NA,IL,mchenry
mchenry_IL,1,60050,NA,IL,mchenry
richmond_IL,1,60071,NA,IL,richmond
prairie grove_IL,1,60050,NA,IL,prairie grove
bloomington_IL,1,61701,NA,IL,bloomington
heyworth_IL,1,61745,NA,IL,heyworth
le roy_IL,1,61752,NA,IL,le roy
lexington_IL,1,61753,NA,IL,lexington
decatur_IL,1,62523,NA,IL,decatur
mount zion_IL,1,62549,NA,IL,mount zion
bunker hill_IL,1,62014,NA,IL,bunker hill
staunton_IL,1,62088,NA,IL,staunton
bethalto_IL,1,62010,NA,IL,bethalto
edwardsville_IL,1,66111,NA,IL,edwardsville
highland_IL,1,62249,NA,IL,highland
maryville_IL,1,62062,NA,IL,maryville
south roxana_IL,1,62087,NA,IL,south roxana
worden_IL,1,62097,NA,IL,worden
havana_IL,1,62644,NA,IL,havana
meredosia_IL,1,62665,NA,IL,meredosia
sullivan_IL,1,61951,NA,IL,sullivan
peoria_IL,1,61602,NA,IL,peoria
pinckneyville_IL,1,62274,NA,IL,pinckneyville
chester_IL,1,62233,NA,IL,chester
sparta_IL,1,62286,NA,IL,sparta
coulterville_IL,1,62237,NA,IL,coulterville
east moline_IL,1,61244,NA,IL,east moline
silvis_IL,1,61282,NA,IL,silvis
caseyville_IL,1,62232,NA,IL,caseyville
freeburg_IL,1,62243,NA,IL,freeburg
lenzburg_IL,1,62255,NA,IL,lenzburg
springfield_IL,1,62701,NA,IL,springfield
rockingham_IL,0,62615,rockingham,IL,auburn
chatham_IL,1,62629,NA,IL,chatham
riverton_IL,1,62561,NA,IL,riverton
williamsville_IL,1,62693,NA,IL,williamsville
rochester_IL,1,62563,NA,IL,rochester
pleasant plains_IL,1,62677,NA,IL,pleasant plains
findlay_IL,1,62534,NA,IL,findlay
pekin_IL,1,61554,NA,IL,pekin
catlin_IL,1,61817,NA,IL,catlin
rossville_IL,1,60963,NA,IL,rossville
fairfield_IL,1,62837,NA,IL,fairfield
carmi_IL,1,62821,NA,IL,carmi
morrison_IL,1,61270,NA,IL,morrison
bolingbrook_IL,1,60440,NA,IL,bolingbrook
frankfort_IL,1,60423,NA,IL,frankfort
joliet_IL,1,60432,NA,IL,joliet
romeoville_IL,1,60446,NA,IL,romeoville
wilmington_IL,1,60481,NA,IL,wilmington
manhattan_IL,1,60442,NA,IL,manhattan
rockford_IL,1,61101,NA,IL,rockford
washburn_IL,1,61570,NA,IL,washburn
chicago_IL,1,60653,NA,IL,chicago
berne_IN,1,46711,NA,IN,berne
fort wayne_IN,1,46802,NA,IN,fort wayne
greendale_IN,1,47240,NA,IN,greendale
muncie_IN,1,47305,NA,IN,muncie
elkhart_IN,1,46516,NA,IN,elkhart
goshen_IN,1,46528,NA,IN,goshen
connersville_IN,1,47331,NA,IN,connersville
new albany_IN,1,47150,NA,IN,new albany
rochester_IN,1,46975,NA,IN,rochester
oakland_IN,1,47660,NA,IN,oakland
fairmount_IN,1,46928,NA,IN,fairmount
carmel_IN,1,46032,NA,IN,carmel
fishers_IN,1,46038,NA,IN,fishers
brownsburg_IN,1,46112,NA,IN,brownsburg
avon_IN,1,46123,NA,IN,avon
new castle_IN,1,47362,NA,IN,new castle
middletown_IN,1,47356,NA,IN,middletown
seymour_IN,1,47274,NA,IN,seymour
portland_IN,1,47371,NA,IN,portland
new whiteland_IN,1,46184,NA,IN,new whiteland
vincennes_IN,1,47591,NA,IN,vincennes
gary_IN,1,46402,NA,IN,gary
hammond_IN,1,46320,NA,IN,hammond
laporte_IN,0,46350,laporte,IN,laporte
long beach_IN,1,46360,NA,IN,long beach
kingsford heights_IN,1,46346,NA,IN,kingsford heights
westville_IN,1,46391,NA,IN,westville
alexandria_IN,1,46001,NA,IN,alexandria
anderson_IN,1,46016,NA,IN,anderson
loogootee_IN,1,47553,NA,IN,loogootee
bloomington_IN,1,47401,NA,IN,bloomington
crawfordsville_IN,1,47933,NA,IN,crawfordsville
martinsville_IN,1,46151,NA,IN,martinsville
tell_IN,1,47586,NA,IN,tell
kouts_IN,1,46347,NA,IN,kouts
mishawaka_IN,1,46544,NA,IN,mishawaka
south bend_IN,1,46601,NA,IN,south bend
angola_IN,1,46703,NA,IN,angola
lafayette_IN,1,47901,NA,IN,lafayette
tipton_IN,1,46072,NA,IN,tipton
evansville_IN,1,47708,NA,IN,evansville
clinton_IN,1,47842,NA,IN,clinton
terre haute_IN,1,47807,NA,IN,terre haute
west terre haute_IN,1,47885,NA,IN,west terre haute
marion_IN,0,46204,marion,IN,indianapolis
iola_KS,1,66749,NA,KS,iola
moran_KS,1,66755,NA,KS,moran
medicine lodge_KS,1,67104,NA,KS,medicine lodge
hoisington_KS,1,67544,NA,KS,hoisington
claflin_KS,1,67525,NA,KS,claflin
rose hill_KS,1,67133,NA,KS,rose hill
baxter springs_KS,1,66713,NA,KS,baxter springs
clay center_KS,1,67432,NA,KS,clay center
udall_KS,1,67146,NA,KS,udall
cherokee_KS,1,66724,NA,KS,cherokee
chapman_KS,1,67431,NA,KS,chapman
elwood_KS,1,66024,NA,KS,elwood
lawrence_KS,1,66049,NA,KS,lawrence
holcomb_KS,1,67851,NA,KS,holcomb
dodge_KS,1,67801,NA,KS,dodge
newton_KS,1,67114,NA,KS,newton
olathe_KS,1,66051,NA,KS,olathe
overland park_KS,1,66213,NA,KS,overland park
roeland park_KS,1,66205,NA,KS,roeland park
lansing_KS,1,66043,NA,KS,lansing
mcpherson_KS,1,67460,NA,KS,mcpherson
galva_KS,1,67443,NA,KS,galva
canton_KS,1,67428,NA,KS,canton
coffeyville_KS,1,67337,NA,KS,coffeyville
seneca_KS,1,66538,NA,KS,seneca
erie_KS,1,66733,NA,KS,erie
norton_KS,1,67654,NA,KS,norton
onaga_KS,1,66521,NA,KS,onaga
haven_KS,1,67543,NA,KS,haven
scott_KS,1,67871,NA,KS,scott
wichita_KS,1,67202,NA,KS,wichita
valley center_KS,1,67147,NA,KS,valley center
clearwater_KS,1,67026,NA,KS,clearwater
andale_KS,1,67001,NA,KS,andale
liberal_KS,1,67905,NA,KS,liberal
topeka_KS,1,66603,NA,KS,topeka
rossville_KS,1,66533,NA,KS,rossville
silver lake_KS,1,66539,NA,KS,silver lake
goodland_KS,1,67735,NA,KS,goodland
st. john_KS,1,67576,NA,KS,st. john
wellington_KS,1,67152,NA,KS,wellington
belle plaine_KS,1,67013,NA,KS,belle plaine
argonia_KS,1,67004,NA,KS,argonia
colby_KS,1,67701,NA,KS,colby
fredonia_KS,1,66736,NA,KS,fredonia
kansas_KS,1,66101,NA,KS,kansas
edwardsville_KS,1,66111,NA,KS,edwardsville
columbia_KY,1,42728,NA,KY,columbia
bardwell_KY,1,42023,NA,KY,bardwell
grayson_KY,1,41143,NA,KY,grayson
brownsville_KY,1,42210,NA,KY,brownsville
fayette_KY,0,40507,fayette,KY,lexington
wayland_KY,1,41666,NA,KY,wayland
fulton_KY,1,42041,NA,KY,fulton
hickman_KY,1,42050,NA,KY,hickman
warsaw_KY,1,41095,NA,KY,warsaw
clarkson_KY,1,42726,NA,KY,clarkson
south shore_KY,1,41175,NA,KY,south shore
worthington_KY,1,41183,NA,KY,worthington
ashland_KY,1,41101,NA,KY,ashland
elizabethtown_KY,1,42701,NA,KY,elizabethtown
evarts_KY,1,40828,NA,KY,evarts
jefferson_KY,0,40202,jefferson,KY,louisville
paintsville_KY,1,41240,NA,KY,paintsville
covington_KY,1,41014,NA,KY,covington
taylor mill_KY,1,41015,NA,KY,taylor mill
pippa passes_KY,1,41844,NA,KY,pippa passes
beattyville_KY,1,41311,NA,KY,beattyville
whitesburg_KY,1,41858,NA,KY,whitesburg
greenville_KY,1,42345,NA,KY,greenville
beaver dam_KY,1,42320,NA,KY,beaver dam
somerset_KY,1,42501,NA,KY,somerset
morehead_KY,1,40351,NA,KY,morehead
georgetown_KY,1,40324,NA,KY,georgetown
morganfield_KY,1,42437,NA,KY,morganfield
bowling green_KY,1,42101,NA,KY,bowling green
williamsburg_KY,1,40769,NA,KY,williamsburg
crowley_LA,1,70527,NA,LA,crowley
church point_LA,1,70525,NA,LA,church point
oberlin_LA,1,70655,NA,LA,oberlin
moreauville_LA,1,71355,NA,LA,moreauville
deridder_LA,1,70634,NA,LA,deridder
bossier_LA,1,71111,NA,LA,bossier
shreveport_LA,1,71101,NA,LA,shreveport
greenwood_LA,1,71033,NA,LA,greenwood
lake charles_LA,1,70602,NA,LA,lake charles
clayton_LA,1,71326,NA,LA,clayton
baton rouge_LA,1,70815,NA,LA,baton rouge
jeanerette_LA,1,70544,NA,LA,jeanerette
maringouin_LA,1,70757,NA,LA,maringouin
gretna_LA,1,70053,NA,LA,gretna
kenner_LA,1,70062,NA,LA,kenner
carencro_LA,1,70520,NA,LA,carencro
lafayette_LA,1,70502,NA,LA,lafayette
scott_LA,1,70583,NA,LA,scott
dubach_LA,1,71235,NA,LA,dubach
grambling_LA,1,71245,NA,LA,grambling
walker_LA,1,70785,NA,LA,walker
french settlement_LA,1,70733,NA,LA,french settlement
monroe_LA,1,71210,NA,LA,monroe
alexandria_LA,1,71301,NA,LA,alexandria
glenmora_LA,1,71433,NA,LA,glenmora
lutcher_LA,1,70071,NA,LA,lutcher
eunice_LA,1,70535,NA,LA,eunice
opelousas_LA,1,70571,NA,LA,opelousas
arnaudville_LA,1,70512,NA,LA,arnaudville
palmetto_LA,1,71358,NA,LA,palmetto
st. martinville_LA,1,70582,NA,LA,st. martinville
baldwin_LA,1,70514,NA,LA,baldwin
mandeville_LA,1,70448,NA,LA,mandeville
hammond_LA,1,70404,NA,LA,hammond
newellton_LA,1,71357,NA,LA,newellton
houma_LA,1,70360,NA,LA,houma
erath_LA,1,70533,NA,LA,erath
franklinton_LA,1,70438,NA,LA,franklinton
minden_LA,1,71058,NA,LA,minden
new orleans_LA,1,70119,NA,LA,new orleans
barnstable_MA,0,2601,barnstable,MA,hyannis
orleans_MA,1,2653,NA,MA,orleans
provincetown_MA,1,2657,NA,MA,provincetown
williamstown_MA,1,1267,NA,MA,williamstown
bristol_MA,0,2715,bristol,MA,dighton
fall river_MA,1,2721,NA,MA,fall river
new bedford_MA,1,2740,NA,MA,new bedford
bristol_MA,0,2771,bristol,MA,seekonk
taunton_MA,1,2780,NA,MA,taunton
dukes_MA,0,2575,dukes,MA,west tisbury
boxford_MA,1,1921,NA,MA,boxford
essex_MA,0,1834,essex,MA,groveland
lawrence_MA,1,1840,NA,MA,lawrence
lynn_MA,1,1902,NA,MA,lynn
essex_MA,0,1844,essex,MA,methuen
peabody_MA,1,1960,NA,MA,peabody
rockport_MA,1,1966,NA,MA,rockport
salem_MA,1,1970,NA,MA,salem
saugus_MA,1,1906,NA,MA,saugus
franklin_MA,0,1330,franklin,MA,ashfield
shelburne falls_MA,1,1370,NA,MA,shelburne falls
charlemont_MA,1,1339,NA,MA,charlemont
south deerfield_MA,1,1373,NA,MA,south deerfield
chicopee_MA,1,1020,NA,MA,chicopee
holyoke_MA,1,1040,NA,MA,holyoke
springfield_MA,1,1105,NA,MA,springfield
hampden_MA,0,1089,hampden,MA,west springfield
westfield_MA,1,1085,NA,MA,westfield
hampshire_MA,0,1073,hampshire,MA,southampton
ayer_MA,1,1432,NA,MA,ayer
cambridge_MA,1,2142,NA,MA,cambridge
everett_MA,1,2149,NA,MA,everett
framingham_MA,1,1702,NA,MA,framingham
middlesex_MA,0,1460,middlesex,MA,littleton
lowell_MA,1,1852,NA,MA,lowell
malden_MA,1,2148,NA,MA,malden
marlborough_MA,1,1752,NA,MA,marlborough
medford_MA,1,2155,NA,MA,medford
newton_MA,1,2465,NA,MA,newton
sherborn_MA,1,1770,NA,MA,sherborn
somerville_MA,1,2143,NA,MA,somerville
middlesex_MA,0,1879,middlesex,MA,tyngsboro
waltham_MA,1,2452,NA,MA,waltham
wayland_MA,1,1778,NA,MA,wayland
holbrook_MA,1,2322,NA,MA,holbrook
brookline_MA,1,2445,NA,MA,brookline
norfolk_MA,0,2021,norfolk,MA,canton
norfolk_MA,0,2035,norfolk,MA,foxboro
franklin town_MA,1,2038,NA,MA,franklin town
norwood_MA,1,2062,NA,MA,norwood
quincy_MA,1,2169,NA,MA,quincy
westwood_MA,1,2090,NA,MA,westwood
brockton_MA,1,2301,NA,MA,brockton
plymouth_MA,0,2330,plymouth,MA,carver
hingham_MA,1,2043,NA,MA,hingham
plymouth_MA,1,2360,NA,MA,plymouth
scituate_MA,1,2066,NA,MA,scituate
boston_MA,1,2120,NA,MA,boston
chelsea_MA,1,2150,NA,MA,chelsea
revere_MA,1,2151,NA,MA,revere
winthrop town_MA,1,2152,NA,MA,winthrop town
worcester_MA,0,1504,worcester,MA,blackstone
worcester_MA,0,1031,worcester,MA,hardwick
cambridge_MA,1,1451,NA,MA,cambridge
worcester_MA,0,1520,worcester,MA,holden
north brookfield_MA,1,1535,NA,MA,north brookfield
worcester_MA,0,1550,worcester,MA,southbridge
worcester_MA,0,1473,worcester,MA,westminster
worcester_MA,1,1608,NA,MA,worcester
annapolis_MD,1,21401,NA,MD,annapolis
denton_MD,1,21629,NA,MD,denton
ridgely_MD,1,21660,NA,MD,ridgely
taneytown_MD,1,21787,NA,MD,taneytown
brunswick_MD,1,21716,NA,MD,brunswick
frederick_MD,1,21701,NA,MD,frederick
cottage_MD,1,20722,NA,MD,cottage
district heights_MD,1,20747,NA,MD,district heights
landover hills_MD,1,20784,NA,MD,landover hills
oxford_MD,1,21654,NA,MD,oxford
talbot_MD,0,21663,talbot,MD,st michaels
salisbury_MD,1,21801,NA,MD,salisbury
ocean_MD,1,21842,NA,MD,ocean
baltimore_MD,1,21202,NA,MD,baltimore
van buren_ME,1,4785,NA,ME,van buren
portland_ME,1,4101,NA,ME,portland
wilton_ME,1,4294,NA,ME,wilton
bucksport_ME,1,4416,NA,ME,bucksport
southwest harbor_ME,1,4679,NA,ME,southwest harbor
augusta_ME,1,4330,NA,ME,augusta
gardiner_ME,1,4345,NA,ME,gardiner
hallowell_ME,1,4347,NA,ME,hallowell
winthrop_ME,1,4364,NA,ME,winthrop
clinton_ME,1,4927,NA,ME,clinton
rockland_ME,1,4841,NA,ME,rockland
boothbay harbor_ME,1,4538,NA,ME,boothbay harbor
waldoboro_ME,1,4572,NA,ME,waldoboro
mexico_ME,1,4257,NA,ME,mexico
hampden_ME,1,4444,NA,ME,hampden
millinocket_ME,1,4462,NA,ME,millinocket
worcester_ME,0,4429,worcester,ME,holden
pittsfield_ME,1,4967,NA,ME,pittsfield
calais_ME,1,4619,NA,ME,calais
eastport_ME,1,4631,NA,ME,eastport
washington_ME,0,4694,washington,ME,baileyville
kittery_ME,1,3904,NA,ME,kittery
berwick_ME,1,3901,NA,ME,berwick
north berwick_ME,1,3906,NA,ME,north berwick
ogunquit_ME,1,3907,NA,ME,ogunquit
york_ME,0,4093,york,ME,buxton
otsego_MI,1,49078,NA,MI,otsego
central lake_MI,1,49622,NA,MI,central lake
delton_MI,1,49046,NA,MI,delton
hastings_MI,1,49058,NA,MI,hastings
essexville_MI,1,48732,NA,MI,essexville
frankfort_MI,1,49635,NA,MI,frankfort
bridgman_MI,1,49106,NA,MI,bridgman
benton harbor_MI,1,49022,NA,MI,benton harbor
st. joseph_MI,1,49085,NA,MI,st. joseph
three oaks_MI,1,49128,NA,MI,three oaks
bronson_MI,1,49028,NA,MI,bronson
battle creek_MI,1,49014,NA,MI,battle creek
dewitt_MI,1,48820,NA,MI,dewitt
