GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA205,AV0AA205M
"G3000370","Montana","30","300","Golden Valley County","037","0370",814,120
"G3000390","Montana","30","300","Granite County","039","0390",3325,
"G3000410","Montana","30","300","Hill County","041","0410",16422,
"G3000430","Montana","30","300","Jefferson County","043","0430",12069,
"G3000450","Montana","30","300","Judith Basin County","045","0450",1968,
"G3000470","Montana","30","300","Lake County","047","0470",30383,
"G3000490","Montana","30","300","Lewis and Clark County","049","0490",68714,
"G3000510","Montana","30","300","Liberty County","051","0510",2455,186
"G3000530","Montana","30","300","Lincoln County","053","0530",19845,
"G3000570","Montana","30","300","Madison County","057","0570",8530,
"G3000550","Montana","30","300","McCone County","055","0550",1826,163
"G3000590","Montana","30","300","Meagher County","059","0590",1795,186
"G3000610","Montana","30","300","Mineral County","061","0610",4330,
"G3000630","Montana","30","300","Missoula County","063","0630",119062,
"G3000650","Montana","30","300","Musselshell County","065","0650",4682,174
"G3000670","Montana","30","300","Park County","067","0670",16513,
"G3000690","Montana","30","300","Petroleum County","069","0690",464,102
"G3000710","Montana","30","300","Phillips County","071","0710",4032,
"G3000730","Montana","30","300","Pondera County","073","0730",5911,
"G3000750","Montana","30","300","Powder River County","075","0750",1634,135
"G3000770","Montana","30","300","Powell County","077","0770",6843,
"G3000790","Montana","30","300","Prairie County","079","0790",1162,143
"G3000810","Montana","30","300","Ravalli County","081","0810",43424,
"G3000830","Montana","30","300","Richland County","083","0830",11097,
"G3000850","Montana","30","300","Roosevelt County","085","0850",11091,
"G3000870","Montana","30","300","Rosebud County","087","0870",9065,
"G3000890","Montana","30","300","Sanders County","089","0890",11804,
"G3000910","Montana","30","300","Sheridan County","091","0910",3389,160
"G3000930","Montana","30","300","Silver Bow County","093","0930",34895,
"G3000950","Montana","30","300","Stillwater County","095","0950",9562,
"G3000970","Montana","30","300","Sweet Grass County","097","0970",3676,
"G3000990","Montana","30","300","Teton County","099","0990",6127,
"G3001010","Montana","30","300","Toole County","101","1010",4812,
"G3001030","Montana","30","300","Treasure County","103","1030",614,82
"G3001050","Montana","30","300","Valley County","105","1050",7424,
"G3001070","Montana","30","300","Wheatland County","107","1070",2138,
"G3001090","Montana","30","300","Wibaux County","109","1090",1037,183
"G3001110","Montana","30","300","Yellowstone County","111","1110",160390,
"G3100010","Nebraska","31","310","Adams County","001","0010",31541,
"G3100030","Nebraska","31","310","Antelope County","003","0030",6315,
"G3100050","Nebraska","31","310","Arthur County","005","0050",439,78
"G3100070","Nebraska","31","310","Banner County","007","0070",645,83
"G3100090","Nebraska","31","310","Blaine County","009","0090",467,79
"G3100110","Nebraska","31","310","Boone County","011","0110",5228,
"G3100130","Nebraska","31","310","Box Butte County","013","0130",10845,
"G3100150","Nebraska","31","310","Boyd County","015","0150",1882,127
"G3100170","Nebraska","31","310","Brown County","017","0170",2887,143
"G3100190","Nebraska","31","310","Buffalo County","019","0190",49594,
"G3100210","Nebraska","31","310","Burt County","021","0210",6503,
"G3100230","Nebraska","31","310","Butler County","023","0230",7997,
"G3100250","Nebraska","31","310","Cass County","025","0250",26022,
"G3100270","Nebraska","31","310","Cedar County","027","0270",8483,
"G3100290","Nebraska","31","310","Chase County","029","0290",3707,189
"G3100310","Nebraska","31","310","Cherry County","031","0310",5801,
"G3100330","Nebraska","31","310","Cheyenne County","033","0330",9428,
"G3100350","Nebraska","31","310","Clay County","035","0350",6193,
"G3100370","Nebraska","31","310","Colfax County","037","0370",10681,
"G3100390","Nebraska","31","310","Cuming County","039","0390",8882,
"G3100410","Nebraska","31","310","Custer County","041","0410",10788,
"G3100430","Nebraska","31","310","Dakota County","043","0430",20124,
"G3100450","Nebraska","31","310","Dawes County","045","0450",8685,
"G3100470","Nebraska","31","310","Dawson County","047","0470",23638,
"G3100490","Nebraska","31","310","Deuel County","049","0490",1770,143
"G3100510","Nebraska","31","310","Dixon County","051","0510",5682,
"G3100530","Nebraska","31","310","Dodge County","053","0530",36565,
"G3100550","Nebraska","31","310","Douglas County","055","0550",565739,
"G3100570","Nebraska","31","310","Dundy County","057","0570",1928,189
"G3100590","Nebraska","31","310","Fillmore County","059","0590",5542,
"G3100610","Nebraska","31","310","Franklin County","061","0610",2970,
"G3100630","Nebraska","31","310","Frontier County","063","0630",2636,78
"G3100650","Nebraska","31","310","Furnas County","065","0650",4712,
"G3100670","Nebraska","31","310","Gage County","067","0670",21548,
"G3100690","Nebraska","31","310","Garden County","069","0690",1916,137
"G3100710","Nebraska","31","310","Garfield County","071","0710",2081,99
"G3100730","Nebraska","31","310","Gosper County","073","0730",2001,
"G3100750","Nebraska","31","310","Grant County","075","0750",691,69
"G3100770","Nebraska","31","310","Greeley County","077","0770",2361,
"G3100790","Nebraska","31","310","Hall County","079","0790",61338,
"G3100810","Nebraska","31","310","Hamilton County","081","0810",9219,
"G3100830","Nebraska","31","310","Harlan County","083","0830",3380,
"G3100850","Nebraska","31","310","Hayes County","085","0850",889,78
"G3100870","Nebraska","31","310","Hitchcock County","087","0870",2788,
"G3100890","Nebraska","31","310","Holt County","089","0890",10123,
"G3100910","Nebraska","31","310","Hooker County","091","0910",741,96
"G3100930","Nebraska","31","310","Howard County","093","0930",6428,
"G3100950","Nebraska","31","310","Jefferson County","095","0950",7102,
"G3100970","Nebraska","31","310","Johnson County","097","0970",5118,
"G3100990","Nebraska","31","310","Kearney County","099","0990",6588,
"G3101010","Nebraska","31","310","Keith County","101","1010",8048,
"G3101030","Nebraska","31","310","Keya Paha County","103","1030",875,143
"G3101050","Nebraska","31","310","Kimball County","105","1050",3576,
"G3101070","Nebraska","31","310","Knox County","107","1070",8400,
"G3101090","Nebraska","31","310","Lancaster County","109","1090",315976,
"G3101110","Nebraska","31","310","Lincoln County","111","1110",35042,
"G3101130","Nebraska","31","310","Logan County","113","1130",896,105
"G3101150","Nebraska","31","310","Loup County","115","1150",690,87
"G3101190","Nebraska","31","310","Madison County","119","1190",35023,
"G3101170","Nebraska","31","310","McPherson County","117","1170",420,78
"G3101210","Nebraska","31","310","Merrick County","121","1210",7826,
"G3101230","Nebraska","31","310","Morrill County","123","1230",4711,
"G3101250","Nebraska","31","310","Nance County","125","1250",3525,
"G3101270","Nebraska","31","310","Nemaha County","127","1270",6978,
"G3101290","Nebraska","31","310","Nuckolls County","129","1290",4204,
"G3101310","Nebraska","31","310","Otoe County","131","1310",15965,
"G3101330","Nebraska","31","310","Pawnee County","133","1330",2640,
"G3101350","Nebraska","31","310","Perkins County","135","1350",2889,
"G3101370","Nebraska","31","310","Phelps County","137","1370",9050,
"G3101390","Nebraska","31","310","Pierce County","139","1390",7132,
"G3101410","Nebraska","31","310","Platte County","141","1410",33250,
"G3101430","Nebraska","31","310","Polk County","143","1430",5208,
"G3101450","Nebraska","31","310","Red Willow County","145","1450",10725,
"G3101470","Nebraska","31","310","Richardson County","147","1470",7913,
"G3101490","Nebraska","31","310","Rock County","149","1490",1430,127
"G3101510","Nebraska","31","310","Saline County","151","1510",14221,
"G3101530","Nebraska","31","310","Sarpy County","153","1530",183956,
"G3101550","Nebraska","31","310","Saunders County","155","1550",21356,
"G3101570","Nebraska","31","310","Scotts Bluff County","157","1570",35884,
"G3101590","Nebraska","31","310","Seward County","159","1590",17217,
"G3101610","Nebraska","31","310","Sheridan County","161","1610",5215,
"G3101630","Nebraska","31","310","Sherman County","163","1630",3015,
"G3101650","Nebraska","31","310","Sioux County","165","1650",1298,83
"G3101670","Nebraska","31","310","Stanton County","167","1670",5946,
"G3101690","Nebraska","31","310","Thayer County","169","1690",5000,
"G3101710","Nebraska","31","310","Thomas County","171","1710",586,77
"G3101730","Nebraska","31","310","Thurston County","173","1730",7218,
"G3101750","Nebraska","31","310","Valley County","175","1750",4100,87
"G3101770","Nebraska","31","310","Washington County","177","1770",20546,
"G3101790","Nebraska","31","310","Wayne County","179","1790",9388,
"G3101810","Nebraska","31","310","Webster County","181","1810",3497,
"G3101830","Nebraska","31","310","Wheeler County","183","1830",689,99
"G3101850","Nebraska","31","310","York County","185","1850",13671,
"G3205100","Nevada","32","320","Carson City","510","5100",55244,
"G3200010","Nevada","32","320","Churchill County","001","0010",24606,
"G3200030","Nevada","32","320","Clark County","003","0030",2228866,
"G3200050","Nevada","32","320","Douglas County","005","0050",48486,
"G3200070","Nevada","32","320","Elko County","007","0070",52537,
"G3200090","Nevada","32","320","Esmeralda County","009","0090",1030,246
"G3200110","Nevada","32","320","Eureka County","011","0110",1839,246
"G3200130","Nevada","32","320","Humboldt County","013","0130",16834,
"G3200150","Nevada","32","320","Lander County","015","0150",5565,
"G3200170","Nevada","32","320","Lincoln County","017","0170",5177,
"G3200190","Nevada","32","320","Lyon County","019","0190",55667,
"G3200210","Nevada","32","320","Mineral County","021","0210",4487,
"G3200230","Nevada","32","320","Nye County","023","0230",45514,
"G3200270","Nevada","32","320","Pershing County","027","0270",6591,
"G3200290","Nevada","32","320","Storey County","029","0290",4086,
"G3200310","Nevada","32","320","Washoe County","031","0310",464182,
"G3200330","Nevada","32","320","White Pine County","033","0330",9570,
"G3300010","New Hampshire","33","330","Belknap County","001","0010",61174,
"G3300030","New Hampshire","33","330","Carroll County","003","0030",48461,
"G3300050","New Hampshire","33","330","Cheshire County","005","0050",76040,
"G3300070","New Hampshire","33","330","Coos County","007","0070",31486,
"G3300090","New Hampshire","33","330","Grafton County","009","0090",90331,
"G3300110","New Hampshire","33","330","Hillsborough County","011","0110",415305,
"G3300130","New Hampshire","33","330","Merrimack County","013","0130",150902,
"G3300150","New Hampshire","33","330","Rockingham County","015","0150",308211,
"G3300170","New Hampshire","33","330","Strafford County","017","0170",130161,
"G3300190","New Hampshire","33","330","Sullivan County","019","0190",43173,
"G3400010","New Jersey","34","340","Atlantic County","001","0010",264650,
"G3400030","New Jersey","34","340","Bergen County","003","0030",931275,
"G3400050","New Jersey","34","340","Burlington County","005","0050",446301,
"G3400070","New Jersey","34","340","Camden County","007","0070",506721,
"G3400090","New Jersey","34","340","Cape May County","009","0090",92701,
"G3400110","New Jersey","34","340","Cumberland County","011","0110",150085,
"G3400130","New Jersey","34","340","Essex County","013","0130",798698,
"G3400150","New Jersey","34","340","Gloucester County","015","0150",291745,
"G3400170","New Jersey","34","340","Hudson County","017","0170",671923,
"G3400190","New Jersey","34","340","Hunterdon County","019","0190",125063,
"G3400210","New Jersey","34","340","Mercer County","021","0210",368085,
"G3400230","New Jersey","34","340","Middlesex County","023","0230",825015,
"G3400250","New Jersey","34","340","Monmouth County","025","0250",620821,
"G3400270","New Jersey","34","340","Morris County","027","0270",492715,
"G3400290","New Jersey","34","340","Ocean County","029","0290",602018,
"G3400310","New Jersey","34","340","Passaic County","031","0310",502763,
"G3400330","New Jersey","34","340","Salem County","033","0330",62754,
"G3400350","New Jersey","34","340","Somerset County","035","0350",330151,
"G3400370","New Jersey","34","340","Sussex County","037","0370",140996,
"G3400390","New Jersey","34","340","Union County","039","0390",555208,
"G3400410","New Jersey","34","340","Warren County","041","0410",105730,
"G3500010","New Mexico","35","350","Bernalillo County","001","0010",679037,
"G3500030","New Mexico","35","350","Catron County","003","0030",3547,
"G3500050","New Mexico","35","350","Chaves County","005","0050",64912,
"G3500060","New Mexico","35","350","Cibola County","006","0060",26763,
"G3500070","New Mexico","35","350","Colfax County","007","0070",12106,
"G3500090","New Mexico","35","350","Curry County","009","0090",49502,
"G3500110","New Mexico","35","350","De Baca County","011","0110",1995,118
"G3500130","New Mexico","35","350","Doña Ana County","013","0130",217696,
"G3500150","New Mexico","35","350","Eddy County","015","0150",57865,
"G3500170","New Mexico","35","350","Grant County","017","0170",27391,
"G3500190","New Mexico","35","350","Guadalupe County","019","0190",4336,
"G3500210","New Mexico","35","350","Harding County","021","0210",432,118
"G3500230","New Mexico","35","350","Hidalgo County","023","0230",4234,
"G3500250","New Mexico","35","350","Lea County","025","0250",70359,
"G3500270","New Mexico","35","350","Lincoln County","027","0270",19640,
"G3500280","New Mexico","35","350","Los Alamos County","028","0280",18976,
"G3500290","New Mexico","35","350","Luna County","029","0290",24022,
"G3500310","New Mexico","35","350","McKinley County","031","0310",71956,
"G3500330","New Mexico","35","350","Mora County","033","0330",4500,
"G3500350","New Mexico","35","350","Otero County","035","0350",66804,
"G3500370","New Mexico","35","350","Quay County","037","0370",8265,
"G3500390","New Mexico","35","350","Rio Arriba County","039","0390",38962,
"G3500410","New Mexico","35","350","Roosevelt County","041","0410",18723,
"G3500450","New Mexico","35","350","San Juan County","045","0450",125608,
"G3500470","New Mexico","35","350","San Miguel County","047","0470",27546,
"G3500430","New Mexico","35","350","Sandoval County","043","0430",144954,
"G3500490","New Mexico","35","350","Santa Fe County","049","0490",150319,
"G3500510","New Mexico","35","350","Sierra County","051","0510",10988,
"G3500530","New Mexico","35","350","Socorro County","053","0530",16723,
"G3500550","New Mexico","35","350","Taos County","055","0550",32759,
"G3500570","New Mexico","35","350","Torrance County","057","0570",15477,
"G3500590","New Mexico","35","350","Union County","059","0590",4106,
"G3500610","New Mexico","35","350","Valencia County","061","0610",76518,
"G3600010","New York","36","360","Albany County","001","0010",306165,
"G3600030","New York","36","360","Allegany County","003","0030",46304,
"G3600050","New York","36","360","Bronx County","005","0050",1427056,
"G3600070","New York","36","360","Broome County","007","0070",192042,
"G3600090","New York","36","360","Cattaraugus County","009","0090",76750,
"G3600110","New York","36","360","Cayuga County","011","0110",76958,
"G3600130","New York","36","360","Chautauqua County","013","0130",127584,
"G3600150","New York","36","360","Chemung County","015","0150",84115,
"G3600170","New York","36","360","Chenango County","017","0170",47527,
"G3600190","New York","36","360","Clinton County","019","0190",80320,
"G3600210","New York","36","360","Columbia County","021","0210",60016,
"G3600230","New York","36","360","Cortland County","023","0230",47618,
"G3600250","New York","36","360","Delaware County","025","0250",44676,
"G3600270","New York","36","360","Dutchess County","027","0270",293524,
"G3600290","New York","36","360","Erie County","029","0290",918873,
"G3600310","New York","36","360","Essex County","031","0310",37281,
"G3600330","New York","36","360","Franklin County","033","0330",50389,
"G3600350","New York","36","360","Fulton County","035","0350",53452,
"G3600370","New York","36","360","Genesee County","037","0370",57554,
"G3600390","New York","36","360","Greene County","039","0390",47335,
"G3600410","New York","36","360","Hamilton County","041","0410",4454,
"G3600430","New York","36","360","Herkimer County","043","0430",61738,
"G3600450","New York","36","360","Jefferson County","045","0450",111454,
"G3600470","New York","36","360","Kings County","047","0470",2576771,
"G3600490","New York","36","360","Lewis County","049","0490",26456,
"G3600510","New York","36","360","Livingston County","051","0510",63218,
"G3600530","New York","36","360","Madison County","053","0530",70990,
"G3600550","New York","36","360","Monroe County","055","0550",743084,
"G3600570","New York","36","360","Montgomery County","057","0570",49294,
"G3600590","New York","36","360","Nassau County","059","0590",1355683,290
"G3600610","New York","36","360","New York County","061","0610",1629153,
"G3600630","New York","36","360","Niagara County","063","0630",210145,
"G3600650","New York","36","360","Oneida County","065","0650",229074,
"G3600670","New York","36","360","Onondaga County","067","0670",461591,
"G3600690","New York","36","360","Ontario County","069","0690",109774,54
"G3600710","New York","36","360","Orange County","071","0710",382077,
"G3600730","New York","36","360","Orleans County","073","0730",40624,
"G3600750","New York","36","360","Oswego County","075","0750",117630,
"G3600770","New York","36","360","Otsego County","077","0770",59593,
"G3600790","New York","36","360","Putnam County","079","0790",98714,
"G3600810","New York","36","360","Queens County","081","0810",2270976,233
"G3600830","New York","36","360","Rensselaer County","083","0830",159013,
"G3600850","New York","36","360","Richmond County","085","0850",475596,
"G3600870","New York","36","360","Rockland County","087","0870",325213,
"G3600910","New York","36","360","Saratoga County","091","0910",229313,
"G3600930","New York","36","360","Schenectady County","093","0930",155086,
"G3600950","New York","36","360","Schoharie County","095","0950",31189,
"G3600970","New York","36","360","Schuyler County","097","0970",17845,
"G3600990","New York","36","360","Seneca County","099","0990",34295,
"G3600890","New York","36","360","St. Lawrence County","089","0890",108352,
"G3601010","New York","36","360","Steuben County","101","1010",95843,
"G3601030","New York","36","360","Suffolk County","103","1030",1481364,176
"G3601050","New York","36","360","Sullivan County","105","1050",75329,
"G3601070","New York","36","360","Tioga County","107","1070",48431,
"G3601090","New York","36","360","Tompkins County","109","1090",102237,
"G3601110","New York","36","360","Ulster County","111","1110",178371,
"G3601130","New York","36","360","Warren County","113","1130",64187,
"G3601150","New York","36","360","Washington County","115","1150",61304,
"G3601170","New York","36","360","Wayne County","117","1170",90103,
"G3601190","New York","36","360","Westchester County","119","1190",968738,
"G3601210","New York","36","360","Wyoming County","121","1210",40027,
"G3601230","New York","36","360","Yates County","123","1230",24981,54
"G3700010","North Carolina","37","370","Alamance County","001","0010",166144,
"G3700030","North Carolina","37","370","Alexander County","003","0030",37271,
"G3700050","North Carolina","37","370","Alleghany County","005","0050",11085,
"G3700070","North Carolina","37","370","Anson County","007","0070",24430,
"G3700090","North Carolina","37","370","Ashe County","009","0090",27009,48
"G3700110","North Carolina","37","370","Avery County","011","0110",17510,
"G3700130","North Carolina","37","370","Beaufort County","013","0130",47160,
"G3700150","North Carolina","37","370","Bertie County","015","0150",19081,
"G3700170","North Carolina","37","370","Bladen County","017","0170",33209,
"G3700190","North Carolina","37","370","Brunswick County","019","0190",137303,
"G3700210","North Carolina","37","370","Buncombe County","021","0210",259576,
"G3700230","North Carolina","37","370","Burke County","023","0230",90148,
"G3700250","North Carolina","37","370","Cabarrus County","025","0250",211605,
"G3700270","North Carolina","37","370","Caldwell County","027","0270",82056,
"G3700290","North Carolina","37","370","Camden County","029","0290",10654,
"G3700310","North Carolina","37","370","Carteret County","031","0310",69301,
"G3700330","North Carolina","37","370","Caswell County","033","0330",22619,
"G3700350","North Carolina","37","370","Catawba County","035","0350",158507,
"G3700370","North Carolina","37","370","Chatham County","037","0370",72853,
"G3700390","North Carolina","37","370","Cherokee County","039","0390",28413,
"G3700410","North Carolina","37","370","Chowan County","041","0410",13995,
"G3700430","North Carolina","37","370","Clay County","043","0430",11150,
"G3700450","North Carolina","37","370","Cleveland County","045","0450",97765,
"G3700470","North Carolina","37","370","Columbus County","047","0470",55659,
"G3700490","North Carolina","37","370","Craven County","049","0490",102290,
"G3700510","North Carolina","37","370","Cumberland County","051","0510",334562,
"G3700530","North Carolina","37","370","Currituck County","053","0530",27210,
"G3700550","North Carolina","37","370","Dare County","055","0550",36698,
"G3700570","North Carolina","37","370","Davidson County","057","0570",166837,
"G3700590","North Carolina","37","370","Davie County","059","0590",42543,
"G3700610","North Carolina","37","370","Duplin County","061","0610",58965,
"G3700630","North Carolina","37","370","Durham County","063","0630",317665,
"G3700650","North Carolina","37","370","Edgecombe County","065","0650",52069,
"G3700670","North Carolina","37","370","Forsyth County","067","0670",378499,
"G3700690","North Carolina","37","370","Franklin County","069","0690",68027,
"G3700710","North Carolina","37","370","Gaston County","071","0710",222119,
"G3700730","North Carolina","37","370","Gates County","073","0730",11519,
"G3700750","North Carolina","37","370","Graham County","075","0750",8501,
"G3700770","North Carolina","37","370","Granville County","077","0770",59823,
"G3700790","North Carolina","37","370","Greene County","079","0790",20987,
"G3700810","North Carolina","37","370","Guilford County","081","0810",532956,
"G3700830","North Carolina","37","370","Halifax County","083","0830",50678,
"G3700850","North Carolina","37","370","Harnett County","085","0850",134328,48
"G3700870","North Carolina","37","370","Haywood County","087","0870",61862,
"G3700890","North Carolina","37","370","Henderson County","089","0890",116298,
"G3700910","North Carolina","37","370","Hertford County","091","0910",23752,
"G3700930","North Carolina","37","370","Hoke County","093","0930",54590,
"G3700950","North Carolina","37","370","Hyde County","095","0950",5089,
"G3700970","North Carolina","37","370","Iredell County","097","0970",178853,
"G3700990","North Carolina","37","370","Jackson County","099","0990",43435,
"G3701010","North Carolina","37","370","Johnston County","101","1010",203308,
"G3701030","North Carolina","37","370","Jones County","103","1030",9453,
"G3701050","North Carolina","37","370","Lee County","105","1050",61083,
"G3701070","North Carolina","37","370","Lenoir County","107","1070",56350,
"G3701090","North Carolina","37","370","Lincoln County","109","1090",84580,
"G3701130","North Carolina","37","370","Macon County","113","1130",35172,
"G3701150","North Carolina","37","370","Madison County","115","1150",21608,
"G3701170","North Carolina","37","370","Martin County","117","1170",22644,
"G3701110","North Carolina","37","370","McDowell County","111","1110",45402,
"G3701190","North Carolina","37","370","Mecklenburg County","119","1190",1095170,
"G3701210","North Carolina","37","370","Mitchell County","121","1210",14959,
"G3701230","North Carolina","37","370","Montgomery County","123","1230",27223,
"G3701250","North Carolina","37","370","Moore County","125","1250",99263,
"G3701270","North Carolina","37","370","Nash County","127","1270",94287,
"G3701290","North Carolina","37","370","New Hanover County","129","1290",231448,
"G3701310","North Carolina","37","370","Northampton County","131","1310",19672,
"G3701330","North Carolina","37","370","Onslow County","133","1330",198377,
"G3701350","North Carolina","37","370","Orange County","135","1350",146354,
"G3701370","North Carolina","37","370","Pamlico County","137","1370",12673,
"G3701390","North Carolina","37","370","Pasquotank County","139","1390",39775,
"G3701410","North Carolina","37","370","Pender County","141","1410",61891,
"G3701430","North Carolina","37","370","Perquimans County","143","1430",13513,
"G3701450","North Carolina","37","370","Person County","145","1450",39561,
"G3701470","North Carolina","37","370","Pitt County","147","1470",179961,
"G3701490","North Carolina","37","370","Polk County","149","1490",20682,
"G3701510","North Carolina","37","370","Randolph County","151","1510",143460,
"G3701530","North Carolina","37","370","Richmond County","153","1530",44759,
"G3701550","North Carolina","37","370","Robeson County","155","1550",131656,
"G3701570","North Carolina","37","370","Rockingham County","157","1570",91051,
"G3701590","North Carolina","37","370","Rowan County","159","1590",140978,
"G3701610","North Carolina","37","370","Rutherford County","161","1610",66741,
"G3701630","North Carolina","37","370","Sampson County","163","1630",63284,
"G3701650","North Carolina","37","370","Scotland County","165","1650",34921,
"G3701670","North Carolina","37","370","Stanly County","167","1670",62050,
"G3701690","North Carolina","37","370","Stokes County","169","1690",45688,
"G3701710","North Carolina","37","370","Surry County","171","1710",71904,
"G3701730","North Carolina","37","370","Swain County","173","1730",14241,
"G3701750","North Carolina","37","370","Transylvania County","175","1750",34039,
"G3701770","North Carolina","37","370","Tyrrell County","177","1770",3978,
"G3701790","North Carolina","37","370","Union County","179","1790",235767,
"G3701810","North Carolina","37","370","Vance County","181","1810",44614,
"G3701830","North Carolina","37","370","Wake County","183","1830",1091662,48
"G3701850","North Carolina","37","370","Warren County","185","1850",19746,
"G3701870","North Carolina","37","370","Washington County","187","1870",11788,
"G3701890","North Carolina","37","370","Watauga County","189","1890",55669,
"G3701910","North Carolina","37","370","Wayne County","191","1910",123785,
"G3701930","North Carolina","37","370","Wilkes County","193","1930",68341,48
"G3701950","North Carolina","37","370","Wilson County","195","1950",81579,
"G3701970","North Carolina","37","370","Yadkin County","197","1970",37589,
"G3701990","North Carolina","37","370","Yancey County","199","1990",17870,
"G3800010","North Dakota","38","380","Adams County","001","0010",2271,
"G3800030","North Dakota","38","380","Barnes County","003","0030",10592,
"G3800050","North Dakota","38","380","Benson County","005","0050",6860,
"G3800070","North Dakota","38","380","Billings County","007","0070",886,115
"G3800090","North Dakota","38","380","Bottineau County","009","0090",6418,
"G3800110","North Dakota","38","380","Bowman County","011","0110",3091,
"G3800130","North Dakota","38","380","Burke County","013","0130",2142,
"G3800150","North Dakota","38","380","Burleigh County","015","0150",95509,
"G3800170","North Dakota","38","380","Cass County","017","0170",179937,
"G3800190","North Dakota","38","380","Cavalier County","019","0190",3769,
"G3800210","North Dakota","38","380","Dickey County","021","0210",4857,
"G3800230","North Dakota","38","380","Divide County","023","0230",2289,
"G3800250","North Dakota","38","380","Dunn County","025","0250",4362,
"G3800270","North Dakota","38","380","Eddy County","027","0270",2262,
"G3800290","North Dakota","38","380","Emmons County","029","0290",3262,
"G3800310","North Dakota","38","380","Foster County","031","0310",3231,
"G3800330","North Dakota","38","380","Golden Valley County","033","0330",1796,128
"G3800350","North Dakota","38","380","Grand Forks County","035","0350",70243,
"G3800370","North Dakota","38","380","Grant County","037","0370",2318,
"G3800390","North Dakota","38","380","Griggs County","039","0390",2314,145
"G3800410","North Dakota","38","380","Hettinger County","041","0410",2510,
"G3800430","North Dakota","38","380","Kidder County","043","0430",2468,
"G3800450","North Dakota","38","380","LaMoure County","045","0450",4225,129
"G3800470","North Dakota","38","380","Logan County","047","0470",1743,129
"G3800490","North Dakota","38","380","McHenry County","049","0490",5825,
"G3800510","North Dakota","38","380","McIntosh County","051","0510",2535,
"G3800530","North Dakota","38","380","McKenzie County","053","0530",13836,
"G3800550","North Dakota","38","380","McLean County","055","0550",9531,
"G3800570","North Dakota","38","380","Mercer County","057","0570",8359,
"G3800590","North Dakota","38","380","Morton County","059","0590",31118,
"G3800610","North Dakota","38","380","Mountrail County","061","0610",10348,
"G3800630","North Dakota","38","380","Nelson County","063","0630",2864,
"G3800650","North Dakota","38","380","Oliver County","065","0650",1962,87
"G3800670","North Dakota","38","380","Pembina County","067","0670",6850,
"G3800690","North Dakota","38","380","Pierce County","069","0690",4061,
"G3800710","North Dakota","38","380","Ramsey County","071","0710",11521,
"G3800730","North Dakota","38","380","Ransom County","073","0730",5258,
"G3800750","North Dakota","38","380","Renville County","075","0750",2387,
"G3800770","North Dakota","38","380","Richland County","077","0770",16245,
"G3800790","North Dakota","38","380","Rolette County","079","0790",14437,
"G3800810","North Dakota","38","380","Sargent County","081","0810",3899,
"G3800830","North Dakota","38","380","Sheridan County","083","0830",1289,87
"G3800850","North Dakota","38","380","Sioux County","085","0850",4339,
"G3800870","North Dakota","38","380","Slope County","087","0870",788,89
"G3800890","North Dakota","38","380","Stark County","089","0890",31164,
"G3800910","North Dakota","38","380","Steele County","091","0910",1817,145
"G3800930","North Dakota","38","380","Stutsman County","093","0930",20879,
"G3800950","North Dakota","38","380","Towner County","095","0950",2191,
"G3800970","North Dakota","38","380","Traill County","097","0970",7999,
"G3800990","North Dakota","38","380","Walsh County","099","0990",10642,
"G3801010","North Dakota","38","380","Ward County","101","1010",68962,
"G3801030","North Dakota","38","380","Wells County","103","1030",3889,
"G3801050","North Dakota","38","380","Williams County","105","1050",36044,
"G3900010","Ohio","39","390","Adams County","001","0010",27685,
"G3900030","Ohio","39","390","Allen County","003","0030",102808,
"G3900050","Ohio","39","390","Ashland County","005","0050",53533,
"G3900070","Ohio","39","390","Ashtabula County","007","0070",97416,
"G3900090","Ohio","39","390","Athens County","009","0090",65945,
"G3900110","Ohio","39","390","Auglaize County","011","0110",45709,
"G3900130","Ohio","39","390","Belmont County","013","0130",67424,
"G3900150","Ohio","39","390","Brown County","015","0150",43508,62
"G3900170","Ohio","39","390","Butler County","017","0170",382129,
"G3900190","Ohio","39","390","Carroll County","019","0190",27195,
"G3900210","Ohio","39","390","Champaign County","021","0210",38861,
"G3900230","Ohio","39","390","Clark County","023","0230",134409,
"G3900250","Ohio","39","390","Clermont County","025","0250",205616,62
"G3900270","Ohio","39","390","Clinton County","027","0270",42000,
"G3900290","Ohio","39","390","Columbiana County","029","0290",102514,
"G3900310","Ohio","39","390","Coshocton County","031","0310",36558,
"G3900330","Ohio","39","390","Crawford County","033","0330",41603,
"G3900350","Ohio","39","390","Cuyahoga County","035","0350",1241475,
"G3900370","Ohio","39","390","Darke County","037","0370",51387,
"G3900390","Ohio","39","390","Defiance County","039","0390",38024,
"G3900410","Ohio","39","390","Delaware County","041","0410",205454,
"G3900430","Ohio","39","390","Erie County","043","0430",74419,
"G3900450","Ohio","39","390","Fairfield County","045","0450",156204,
"G3900470","Ohio","39","390","Fayette County","047","0470",28609,
"G3900490","Ohio","39","390","Franklin County","049","0490",1304715,
"G3900510","Ohio","39","390","Fulton County","051","0510",42186,
"G3900530","Ohio","39","390","Gallia County","053","0530",29995,
"G3900550","Ohio","39","390","Geauga County","055","0550",93657,
"G3900570","Ohio","39","390","Greene County","057","0570",167867,
